Method,Original_SMILES,Canonical_SMILES,UV_Filter_Score,Fingerprint,MolWt,LogP,TPSA,SA_Score,Lmax,OS,SA_inverse,LogP_score,TPSA_score,UV_Filter_Score_norm,SA_inverse_norm,TPSA_score_norm,LogP_score_norm
RL,CS(=O)(=O)c1cccc(NC(=O)CNc2ccc(Cl)cc2)c1,CS(=O)(=O)c1cccc(NC(=O)CNc2ccc(Cl)cc2)c1,0.000981181814142882,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09cd1940>,338.81600000000003,2.794100000000001,75.27,1.7535611882081952,268.6625671386719,0.23774389922618866,-1.7535611882081952,0.9906231703446587,0.13052871997446153,0.000935445954839447,0.9665540470549383,0.13052883600004106,0.9906222706780232
RL,COc1cccc(CN(C)C(=O)[C@@H]2C[C@H]2c2ccncc2F)c1OC,COc1cccc(CN(C)C(=O)[C@@H]2C[C@H]2c2ccncc2F)c1OC,0.0004853561918360738,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09cd3e70>,344.3860000000001,3.0000000000000018,51.66,3.134991435019252,244.16127014160156,0.002141433535143733,-3.134991435019252,1.0,0.90613407340225,0.0004241903611769217,0.6637055916944675,0.9061348788551177,1.0
RL,Cc1cc(CNC[C@@H](O)c2ccccc2Br)ncc1,Cc1ccnc(CNC[C@@H](O)c2ccccc2Br)c1,0.00044505264633905046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b00180>,321.2180000000001,2.975720000000001,45.150000000000006,2.6122212452131066,244.73211669921875,-0.02335636131465435,-2.6122212452131066,0.9998690044917721,0.9999500012499791,0.0003826325792617406,0.7783115552288286,0.9999508900948197,0.9998689919233142
RL,N#Cc1cccc(-c2cc(CN3CCC(N)C4(CCC4)CC3)on2)c1,N#Cc1cccc(-c2cc(CN3CCC(N)C4(CCC4)CC3)on2)c1,0.8807065706638891,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ce8ae0>,336.4390000000001,3.306680000000002,79.08,3.5851266087845906,312.1231384277344,0.8412004113197327,-3.5851266087845906,0.9793163206599815,0.07569887348176432,0.9080376724268439,0.5650232714014654,0.07569894076968078,0.9793143361495569
RL,CC(=O)c1ccc(NC(=O)c2ccc(C3CC3)cc2)cc1O,CC(=O)c1ccc(NC(=O)c2ccc(C3CC3)cc2)cc1O,0.0015917938646183313,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ce9440>,295.33799999999997,3.724500000000003,66.4,1.8355031806419895,362.18609619140625,0.40875378251075745,-1.8355031806419895,0.8899014969192415,0.36142927889930626,0.001565060102069109,0.9485900522061066,0.36142960016991854,0.8898909334395281
RL,CN(CCNC(=O)c1c[nH]cc1-c1ccccc1)C(=O)C1(C2CC2)CC1,CN(CCNC(=O)c1c[nH]cc1-c1ccccc1)C(=O)C1(C2CC2)CC1,0.8427983461344998,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ca4950>,351.4500000000002,3.060100000000001,65.2,2.6918611016870546,293.4977722167969,0.6761612892150879,-2.6918611016870546,0.9991976531636108,0.40383231237858086,0.8689497532783801,0.7608522534841755,0.40383267134079526,0.999197576181869
HC,CCOC(=O)c1csc(-c2cnc(C)s2)n1,CCOC(=O)c1csc(-c2cnc(C)s2)n1,0.7156865896026251,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b17f10>,254.33599999999998,2.7517200000000006,52.08,2.4675669368867936,300.58807373046875,0.4626000225543976,-2.4675669368867936,0.986394961414596,0.8945880016904011,0.7378823101623053,0.8100238577059097,0.8945887968800892,0.9863936560694272
HC,CCSCc1ccc(NC(=O)CCC(C)=O)cc1,CCSCc1ccc(NC(=O)CCC(C)=O)cc1,0.2230695130721644,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b000e0>,265.37799999999993,3.2474000000000016,46.17,1.9206508106072988,301.0724182128906,-0.00966175552457571,-1.9206508106072988,0.986490580249705,0.9969626221939075,0.22993511143114348,0.9299232912370847,0.996963508383299,0.9864892840787538
HC,Cc1ccoc1-c1nsc(NC2(C3CCCOC3)CC2)n1,Cc1ccoc1-c1nsc(NC2(C3CCCOC3)CC2)n1,0.8985854647786414,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b41080>,305.4030000000001,3.4776200000000017,60.18000000000001,3.8826677506201284,314.37017822265625,1.0521506071090698,-3.8826677506201284,0.9505699514195628,0.5992526401021507,0.9264729533268918,0.4997938648359901,0.5992531727714004,0.9505652088181576
HC,COC1CC2(CC(NC(=O)CCc3cncc4ccccc34)C2)C1,COC1CC2(CC(NC(=O)CCc3cncc4ccccc34)C2)C1,0.8434248898079684,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b5bb00>,324.4240000000001,3.241200000000002,51.22,3.039593567217069,298.9786376953125,0.604953408241272,-3.039593567217069,0.9871548917469765,0.917617885065204,0.8695957948367901,0.6846194937718738,0.9176187007259088,0.9871536593138674
HC,N#Cc1ccccc1NC(CNC(=O)c1nccc(Cl)c1F)C1CC1,N#Cc1ccccc1NC(CNC(=O)c1nccc(Cl)c1F)C1CC1,0.8880708775492284,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b2c770>,358.8040000000001,3.3662800000000015,77.81,3.1030050763267703,328.444580078125,0.9277315735816956,-3.1030050763267703,0.9706264763123291,0.09142708080101344,0.9156311547302804,0.6707179032787737,0.09142716206956486,0.9706236580485662
HC,O=C(NC1CCCc2ccccc21)N1CCCC[C@H](N2CCOCC2)C1,O=C(NC1CCCc2ccccc21)N1CCCC[C@H](N2CCOCC2)C1,0.0011511063819546682,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b2ca40>,357.4980000000002,2.960300000000002,44.81,2.986964213780796,225.3580322265625,0.28949010372161865,-2.986964213780796,0.9996498191054248,0.9999197809954942,0.001110658533387286,0.6961573317709975,0.9999206698134723,0.9996497855070682
HC,CC1CN(c2ccc3nnc(Cl)c(C(C)C)c3n2)CCN1C,CC(C)c1c(Cl)nnc2ccc(N3CCN(C)C(C)C3)nc12,0.0007304839621849885,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b2fd30>,319.8400000000001,2.9419000000000013,45.150000000000006,3.2624385340329765,261.7557678222656,0.13178591430187225,-3.2624385340329765,0.9992501457257829,0.9999500012499791,0.0006769464474191891,0.6357655946040763,0.9999508900948197,0.9992500737804776
HC,O=C(CNC1(C2CC2)CCCC1)Nc1ccc(Cl)cn1,O=C(CNC1(C2CC2)CCCC1)Nc1ccc(Cl)cn1,0.0017806535015544545,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b88ea0>,293.798,2.985900000000001,54.02,2.6288777387112763,276.0074768066406,0.6337112784385681,-2.6288777387112763,0.9999558209759218,0.8346015205890004,0.0017597970044329805,0.7746599822744307,0.8346022624573483,0.9999558167371336
HC,CC(C)C(=O)Nc1cccc(C(=O)N2CCN(C(C)C)CC2)c1,CC(C)C(=O)Nc1cccc(C(=O)N2CCN(C(C)C)CC2)c1,0.41511084969592926,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09bb3f60>,317.4330000000001,2.4473000000000003,52.650000000000006,1.8798123004463605,300.8065185546875,0.22411313652992249,-1.8798123004463605,0.9343690015007491,0.8780515272466161,0.42795272719399796,0.9388762439829896,0.8780523077372092,0.9343627044876034
HC,CN(C)C(=O)c1ccc(CNC(=O)N2CCc3ccccc32)cc1,CN(C)C(=O)c1ccc(CNC(=O)N2CCc3ccccc32)cc1,0.532805866163058,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09b9cd60>,323.39599999999996,2.660700000000001,52.650000000000006,1.9455816727682986,290.38763427734375,0.30558064579963684,-1.9455816727682986,0.9747412576228696,0.8780515272466161,0.5493103836117397,0.9244577434009251,0.8780523077372092,0.9747388341547458
HC,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(C)cc1C)C2,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(C)cc1C)C2,0.8375975862852165,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09bb0720>,331.4160000000001,2.9995400000000014,61.88,2.717849860923362,298.43572998046875,0.6828840970993042,-2.717849860923362,0.9999999529777789,0.5308968378824568,0.8635871470623661,0.755154784784891,0.5308973097909664,0.9999999529732673
HC,Cc1nc(N[C@H]2C[C@@H](NC(=O)CC3(C)CC3)C2)cc(-c2ccco2)n1,Cc1nc(N[C@H]2C[C@@H](NC(=O)CC3(C)CC3)C2)cc(-c2ccco2)n1,0.8810146169356332,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09bb36f0>,340.427,3.2943200000000017,80.05,2.8588855218909277,295.5619201660156,0.8933126330375671,-2.8588855218909277,0.9809342588475563,0.06521892733974698,0.908355305022762,0.7242357918256959,0.0652189853121516,0.9809324295713695
HC,Cc1cnc2c(c1)N(C(=O)N1CCOc3c(F)cccc31)CC2,Cc1cnc2c(c1)N(C(=O)N1CCOc3c(F)cccc31)CC2,0.6762193256902642,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09be4220>,313.33200000000005,2.9106200000000015,45.67,2.8159271855612467,299.8006286621094,0.4057219624519348,-2.8159271855612467,0.9982262894648471,0.9990029418375814,0.6971868347089131,0.7336534702298946,0.9990038298405911,0.9982261192849198
HC,CS(=O)(=O)Nc1ccc(-c2cncc(Br)c2)cc1,CS(=O)(=O)Nc1ccc(-c2cncc(Br)c2)cc1,0.5520654335446017,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09a252b0>,327.20300000000003,2.882600000000001,59.06,1.9514225029149905,290.3519592285156,0.3070478141307831,-1.9514225029149905,0.9969418501402054,0.6444894094786903,0.5691693039908918,0.9231772687681801,0.6444899823584196,0.9969415567238273
HC,Cc1cc(C(=O)OCC(=O)CCc2ccccc2)c(C)n1C,Cc1cc(C(=O)OCC(=O)CCc2ccccc2)c(C)n1C,0.0005354481806937087,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09a27920>,299.37,3.0006400000000015,48.300000000000004,2.0674307972876402,275.53204345703125,0.03222626820206642,-2.0674307972876402,0.9999999089777819,0.9760904721403703,0.00047584120040140176,0.8977449801377103,0.9760913397767311,0.9999999089690488
HC,CC(O)[C@@H]1CCCN1C(=O)c1ccn2cc(Br)ccc12,CC(O)[C@@H]1CCCN1C(=O)c1ccn2cc(Br)ccc12,0.0005169329454841032,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09a3d080>,337.21700000000004,2.6872000000000007,44.95,3.469283686541739,279.1464538574219,0.034740325063467026,-3.469283686541739,0.9784916011698014,0.9999944444598765,0.00045674977562821666,0.5904193057989149,0.9999953333442222,0.9784895375310747
HC,CN(C)CCOc1ccc(N(C)C(=O)c2scnc2C2CC2)cc1,CN(C)CCOc1ccc(N(C)C(=O)c2scnc2C2CC2)cc1,0.6084214346428709,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09a6da30>,345.4680000000001,3.2375000000000016,45.67,2.58033865932871,292.0710144042969,0.33051255345344543,-2.58033865932871,0.987543510193352,0.9990029418375814,0.6272790899755157,0.785301116888041,0.9990038298405911,0.9875423150465181
HC,NC1CC(CCNc2nc(-c3ccccc3)cs2)C1,NC1CC(CCNc2nc(-c3ccccc3)cs2)C1,0.5716068589043676,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09a6eca0>,273.4050000000001,3.349400000000002,50.94,2.230634118349691,316.5645751953125,0.2988247871398926,-2.230634118349691,0.9732357163011278,0.9245871180336797,0.5893188536991903,0.8619662111354842,0.9245879398892609,0.973233148382764
HC,COCc1cc(CN(CCN2CCN(C)CC2)CC2CC2)on1,COCc1cc(CN(CCN2CCN(C)CC2)CC2CC2)on1,0.00033168739153803225,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ab3c40>,322.45300000000003,1.2804000000000004,44.980000000000004,2.5306083044423637,248.14077758789062,-0.011875868774950504,-2.5306083044423637,0.5183438364472118,0.9999991111115062,0.00026573942562771116,0.7962034126765,1.0,0.518297623601713
HC,CCOc1ccc(CNC(=O)COc2ccccc2OC)cc1F,CCOc1ccc(CNC(=O)COc2ccccc2OC)cc1F,0.0007195702789088361,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09adc6d0>,333.35900000000004,2.9282000000000012,56.790000000000006,1.7456635732207886,244.6644744873047,0.12754185497760773,-1.7456635732207886,0.9988550470704595,0.7342556602841441,0.0006656931330050716,0.9682854269096135,0.7342563129561319,0.9988549372171308
HC,COC(=O)CCC1CCN(C(=O)c2ccc(SC)nc2)C1(C)C,COC(=O)CCC1CCN(C(=O)c2ccc(SC)nc2)C1(C)C,0.2820001731787161,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09af4db0>,336.4570000000001,2.9974000000000016,59.5,3.382403283453632,291.74835205078125,0.07142461091279984,-3.382403283453632,0.9999984977789061,0.626740799202993,0.29069967917882744,0.6094659394867661,0.6267413563061728,0.9999984976347744
HC,O=C(CN1CCc2ccccc21)NCC(c1ccccc1)N1CCCC1,O=C(CN1CCc2ccccc21)NCC(c1ccccc1)N1CCCC1,0.001503132005343818,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09af4400>,349.4780000000002,3.0024000000000015,35.580000000000005,2.4787739190243787,248.95599365234375,0.4180947244167328,-2.4787739190243787,0.9999987200008192,0.8210329798462791,0.0014736391075514722,0.8075669712742893,0.8210337096536965,0.9999987198780087
HC,CCN(C(=O)C1CC(n2cc(-c3cccc(C#N)c3)nn2)C1)C(C)C,CCN(C(=O)C1CC(n2cc(-c3cccc(C#N)c3)nn2)C1)C(C)C,0.8532534776959532,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09905300>,337.4270000000001,3.0247800000000016,74.81,2.7438659518957067,294.9394836425781,0.8477091193199158,-2.7438659518957067,0.9998635541095874,0.1387964387181393,0.8797302459612756,0.7494513241985312,0.13879656209280541,0.9998635410181888
HC,O=C(CC1(OCc2ccccc2)CCCC1)N1CCc2ccncc21,O=C(CC1(OCc2ccccc2)CCCC1)N1CCc2ccncc21,0.8210110821511034,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ade9d0>,336.43500000000006,3.890400000000003,42.43,2.6824655812909874,290.27978515625,0.48057153820991516,-2.6824655812909874,0.8384666432207831,0.9854296346918991,0.8464844750011293,0.7629120164333546,0.9854305106297415,0.8384511447872021
HC,CCC1(NC(=O)c2cnn(-c3ccccc3F)c2C)CC1,CCC1(NC(=O)c2cnn(-c3ccccc3F)c2C)CC1,0.0007679270778896843,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09af7920>,287.3380000000001,2.9922200000000014,46.92,2.4462587397955655,275.3736267089844,0.1458021104335785,-2.4462587397955655,0.9999865493349055,0.991841462993374,0.0007155547836707868,0.8146952152286595,0.9918423446306218,0.9999865480443717
HC,NCc1ccccc1NC(=O)CNc1cccc(Cl)c1,NCc1ccccc1NC(=O)CNc1cccc(Cl)c1,0.00127279961137079,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ac1170>,289.76599999999996,2.8493000000000004,67.14999999999999,1.7952979816262555,261.6404113769531,0.33879929780960083,-1.7952979816262555,0.9949659380196865,0.3361249805621899,0.0012361388261571315,0.957404165294685,0.3361252793400825,0.9949654550230052
HC,O=C(NC[C@@H]1C[C@H]1C1CCCCC1)c1ccnc2c1CCN2,O=C(NC[C@@H]1C[C@H]1C1CCCCC1)c1ccnc2c1CCN2,0.0013098803343201625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09ac38d0>,299.418,2.995800000000001,54.02,3.4461627276269997,271.4836120605469,0.3431735932826996,-3.4461627276269997,0.9999960800076831,0.8346015205890004,0.001274373492080036,0.5954880718187306,0.8346022624573483,0.9999960796315768
HC,Cc1ccc2c(c1C)CCCN2C(=O)c1ccc2c(c1)NC(=O)CN2C,Cc1ccc2c(c1C)CCCN2C(=O)c1ccc2c(c1)NC(=O)CN2C,0.7815298155390697,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099201d0>,349.4340000000001,3.284740000000001,52.650000000000006,2.5354242207597615,315.3846435546875,0.48242366313934326,-2.5354242207597615,0.9821442555323957,0.8780515272466161,0.8057745610874962,0.7951476280494904,0.8780523077372092,0.9821425423502073
HC,Cc1nc(CC(=O)NC2(C(C)(F)F)CCC2)c(C)s1,Cc1nc(CC(=O)NC2(C(C)(F)F)CCC2)c(C)s1,0.0006445133777782025,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099203b0>,288.3629999999999,2.9965400000000013,41.99,3.153374789678363,262.7218017578125,0.08990432322025299,-3.153374789678363,0.9999973396479832,0.9800677710699421,0.0005883004795809069,0.6596754420899491,0.9800686422416813,0.9999973393927337
HC,Cc1nccc2ccc(C(=O)NCC3CCCN(CC4CCC4)C3)cc12,Cc1nccc2ccc(C(=O)NCC3CCCN(CC4CCC4)C3)cc12,0.8740945779592657,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09922cf0>,351.49400000000014,3.7851200000000027,45.230000000000004,2.7270476373060966,303.579345703125,0.5754995346069336,-2.7270476373060966,0.8719870040857917,0.999882451353828,0.901219916136301,0.7531383728982305,0.9998833401386242,0.8719747217872358
HC,COc1ccc2c(c1)OCCN(c1nccc(C(C)C)n1)C2,COc1ccc2c(c1)OCCN(c1nccc(C(C)C)n1)C2,0.001724772393001068,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09934810>,299.374,3.007600000000001,47.480000000000004,2.3860134670768662,267.7637023925781,0.5529561042785645,-2.3860134670768662,0.9999871645268198,0.9864254214105808,0.0017021768895323767,0.827902677442366,0.9864262982335673,0.9999871632953112
HC,COc1cccc(N2CCC(N(C)C(=O)c3cnc(OC)s3)CC2)c1,COc1cccc(N2CCC(N(C)C(=O)c3cnc(OC)s3)CC2)c1,0.7405196141856012,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09934900>,361.46700000000016,2.901300000000001,54.900000000000006,2.481400531951291,294.53765869140625,0.47442612051963806,-2.481400531951291,0.9978375215328458,0.8042862828384738,0.7634881323595081,0.8069911436712804,0.8042869977599316,0.9978373140523008
HC,CCN(CC)c1ccc(C(=O)N2CCC(CC#N)C2)cc1,CCN(CC)c1ccc(C(=O)N2CCC(CC#N)C2)cc1,0.8409173816547366,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f0997b420>,285.39099999999996,2.9085800000000015,47.34,2.6906126626683484,307.02301025390625,0.8579794764518738,-2.6906126626683484,0.9981444755291158,0.9879057307570569,0.8670102536468657,0.7611259465130488,0.9879066088958746,0.9981442974994917
HC,CN(Cc1ccc(C#N)cc1Cl)C(=O)c1nc(C2CC2)co1,CN(Cc1ccc(C#N)cc1Cl)C(=O)c1nc(C2CC2)co1,0.8736906894355423,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09953830>,315.7600000000001,3.349280000000002,70.13,2.7720434076281197,292.2331237792969,0.6991211771965027,-2.7720434076281197,0.9732538492788564,0.2457671124302343,0.9008034587011063,0.7432740315236037,0.24576733088998612,0.9732512831002741
HC,OC1(Cn2ccc3ccc32)CN(CC2(C(F)(F)F)CCCCC2)C1,OC1(Cn2ccc3c2C=C3)CN(CC2(C(F)(F)F)CCCCC2)C1,0.8855322910308254,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09993650>,340.3890000000002,3.5314000000000023,28.4,3.7044190267225092,297.2521057128906,0.6786947250366211,-3.7044190267225092,0.939175951483992,0.5420724821630403,0.9130135680241083,0.5388710102995296,0.5420729640054602,0.9391701156771045
HC,COC(=O)c1cncc(NC(=O)c2cccc(OCC3CC3)c2)c1,COC(=O)c1cncc(NC(=O)c2cccc(OCC3CC3)c2)c1,0.6956263148966999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09990a40>,326.35200000000015,2.909300000000001,77.52,2.0013490935827782,319.69500732421875,0.4241807460784912,-2.0013490935827782,0.9981735610843799,0.09535848146751455,0.7171977646438711,0.9122319525641531,0.0953585662306459,0.9981733858453904
HC,Cc1ccccc1CN1CCC(Nc2nccc(C#N)c2F)CC1,Cc1ccccc1CN1CCC(Nc2nccc(C#N)c2F)CC1,0.7939316559960913,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09991530>,324.4030000000001,3.4773000000000023,51.95,2.372495011347878,291.272705078125,0.4794348478317261,-2.372495011347878,0.9506345024651237,0.8982212242134152,0.8185623437677529,0.8308663040502486,0.898222022632636,0.9506297660571149
HC,CC(=O)c1ccc(N2CCCN(C(=O)N(C)C(C)C)CC2)s1,CC(=O)c1ccc(N2CCCN(C(=O)N(C)C(C)C)CC2)s1,0.6289940971334477,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09991f30>,323.46200000000005,2.923000000000002,43.86000000000001,2.5822156648790653,295.24603271484375,0.3643752634525299,-2.5822156648790653,0.9986833120396886,0.9971161662603151,0.6484919686603737,0.7848896243548926,0.9971170525861901,0.9986831857091195
HC,CCN1CC(C)C(NC2CCN(C(=O)OC(C)(C)C)C2C2CC2)C1,CCN1CC(C)C(NC2CCN(C(=O)OC(C)(C)C)C2C2CC2)C1,0.1996738100308321,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099929d0>,337.5080000000001,2.7042,44.81,3.963667247863559,323.9307556152344,-0.022240333259105682,-3.963667247863559,0.980743893764054,0.9999197809954942,0.20581133986827108,0.48203649150369554,0.9999206698134723,0.980742046223153
HC,CN1CCC(CN(C)C(=O)c2csc(-c3ccccc3F)n2)C1,CN1CCC(CN(C)C(=O)c2csc(-c3ccccc3F)n2)C1,0.44940778919887286,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09992de0>,333.4320000000001,2.972900000000001,36.44,2.7555474592778086,310.3547058105469,0.2244303971529007,-2.7555474592778086,0.999836811094536,0.8497354423637897,0.4633169790146413,0.7468904084555047,0.8497361976845185,0.9998367954372597
HC,CCOc1ccc(Oc2ccc(COC(=O)CCNC(N)=O)cc2)cc1,CCOc1ccc(Oc2ccc(COC(=O)CCNC(N)=O)cc2)cc1,0.0006739610585219079,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099d62a0>,358.394,2.9792000000000005,99.88,1.9072920674262388,223.3022003173828,0.10464884340763092,-1.9072920674262388,0.9999038623992931,0.0012396565805546076,0.0006186645649030076,0.932851904351848,0.0012396576824709909,0.9999038531753022
HC,Cc1ccncc1-c1cn(C(C(=O)N2CCC3(CC2)CC3)C(C)C)nn1,Cc1ccncc1-c1cn(C(C(=O)N2CCC3(CC2)CC3)C(C)C)nn1,0.8682441579670453,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09967290>,353.4700000000001,3.2482200000000017,63.910000000000004,3.7335599727143913,290.94390869140625,0.7294804453849792,-3.7335599727143913,0.9864014913708545,0.45174373304563264,0.895187432513567,0.5324824933970244,0.4517441345957955,0.986400186652207
HC,Cc1ncc(N2CCN(c3ccc(F)cc3Cl)CC2)nn1,Cc1ncc(N2CCN(c3ccc(F)cc3Cl)CC2)nn1,0.0011949740503130642,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09936de0>,307.7600000000001,2.2991200000000003,45.150000000000006,2.3461682358167852,281.8550720214844,0.3507220149040222,-2.3461682358167852,0.8965844069213943,0.9999500012499791,0.0011558913527902426,0.8366378754507,0.9999508900948197,0.8965744846382663
HC,O=C(NC1CN(C(=O)c2c(Cl)cccc2Cl)C1)c1ccccc1,O=C(NC1CN(C(=O)c2c(Cl)cccc2Cl)C1)c1ccccc1,0.3138192655952502,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09937100>,349.21700000000016,3.2478000000000025,49.410000000000004,1.9016508306661404,292.5780334472656,0.09573692828416824,-1.9016508306661404,0.9864471580822444,0.9577025881442325,0.32350897392146927,0.9340886224873182,0.9577034394358003,0.9864458577451222
HC,O=C(c1ccc(=O)n(-c2ccc(F)cc2F)c1)N1CC(C2CCC2)C1,O=C(c1ccc(=O)n(-c2ccc(F)cc2F)c1)N1CC(C2CCC2)C1,0.0004895577706554059,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f098198f0>,344.3610000000002,2.987800000000002,42.31,2.3642666207920264,364.7821044921875,0.005247547756880522,-2.3642666207920264,0.9999669249914346,0.9840483743413634,0.00042852269209520637,0.8326701992347466,0.9840492490514182,0.9999669218180292
HC,Cc1ccncc1C(=O)Nc1ccc2c(c1)CN(C1CC1)CC2,Cc1ccncc1C(=O)Nc1ccc2c(c1)CN(C1CC1)CC2,0.4302784917718301,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099eb880>,307.39700000000016,3.1628200000000017,45.230000000000004,2.215709003743065,300.01275634765625,0.20143593847751617,-2.215709003743065,0.9941261296075968,0.999882451353828,0.44359238255891775,0.8652382170258496,0.9998833401386242,0.9941255660348961
HC,COc1ccccc1CCNC(=O)c1cccc(CN2CCOCC2)c1,COc1ccccc1CCNC(=O)c1cccc(CN2CCOCC2)c1,0.0006287920582007545,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f0981bdd0>,354.45000000000016,2.4999000000000002,50.8,1.848457829544632,245.79615783691406,0.10497517138719559,-1.848457829544632,0.9459384457167174,0.9279702957896825,0.0005720899164068382,0.9457500279493922,0.9279711206525342,0.9459332587421813
HC,CNC(=O)CCN(C)c1nccc2sc(Br)cc12,CNC(=O)CCN(C)c1nccc2sc(Br)cc12,0.46127694667836894,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f098321b0>,328.23500000000007,2.631100000000001,45.230000000000004,2.7793089644534543,315.5081481933594,0.25121068954467773,-2.7793089644534543,0.9702111000720222,0.999882451353828,0.47555550175419203,0.7416812166370282,0.9998833401386242,0.9702082419546885
HC,CNC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C)cc1,CNC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C)cc1,0.0008820184487675388,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f099d6fc0>,338.81600000000003,2.8088200000000008,75.27,1.767985664879065,287.11114501953125,0.19981011748313904,-1.767985664879065,0.99191071966138,0.13052871997446153,0.0008331966499352843,0.9633917951140674,0.13052883600004106,0.9919099435295856
HC,CCN(C(=O)Nc1ccccc1OC(F)F)C1CCN(C)CC1,CCN(C(=O)Nc1ccccc1OC(F)F)C1CCN(C)CC1,0.0014397056457837792,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f0985d2b0>,327.3750000000001,3.2360000000000024,44.81000000000001,2.265932321050757,278.5000305175781,0.3764372169971466,-2.265932321050757,0.987699389778551,0.9999197809954942,0.0014082389352895897,0.8542278499770429,0.9999206698134723,0.9876982095876955
